 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 大学生安全教育 许宏山 通过制 偶尔点名，没签过到  很棒，每节课一个老师，听故事 没啥任务 论文，很水 教务部学生培养与课程中心
 泥人张百年技艺传承与经营实践 张宇 通过制 签到  每次老师可能不一样，玩泥巴非常有趣，不想玩泥巴也可以刷手机。只上半学期，通过制，好课。 玩泥巴 无 教务部学生培养与课程中心
 大学生礼仪素养提升 刘杉 通过制 点名  课程很轻松，老师很好 基本没有 小组展示 教务部学生培养与课程中心
 大学生职业发展与就业指导 张思一,李晨曦,苏心悦,郝丛艺 百分制/绩点制 点名 未出分 上课挺好玩的，这几个老师人都挺好，上课玩剧本杀，期末交一篇简历就行（老师还会帮忙改） 跟着玩 一篇简历 教务部学生培养与课程中心
   百分制/绩点制 偶尔点名 90-94/4.0 上课非常轻松预约，有游戏局和聊天局，没有课后作业，有意思 没有课后作业，都是课上完成，关于个人的规划发展 老师教你写一份简历 教务部学生培养与课程中心
  郝钰 通过制 累计点满几次即可  讲课有趣，会带学生出去参观自然博物馆 事少 一篇自然博物馆观后感，字数少 教务部学生培养与课程中心
  唐琳 百分制/绩点制 没有 85-89/3.5-3.9 挺水的，就是卡绩点 没有 最后交报告（挺好做的 教务部学生培养与课程中心
  初一,雷珍妮 百分制/绩点制 偶尔有点名 90-94/4.0 比较水，老师不严格 有自愿任务，上课会找人分享 职业规划书和生涯人物访谈，上去简单讲解，比较简单 教务部学生培养与课程中心
  翟洋洋 百分制/绩点制 每节课签到 90-94/4.0 老师温柔，也能学到很多知识 无 1500字职业规划书 教务部学生培养与课程中心
  卢彤菲 百分制/绩点制 很少点名 一学期大概两三次吧 95+ 会有不同的老师一起上课，内容都比较有意思，也能学到挺多的，整体比较轻松，没有什么负担，有一个期中作业，比较简单，课上互动也不是很有负担，期末作业是一个ppt 基本没有,有一个期中作业,ppt,关于自己的职业生涯规划,挺简单的 教务部学生培养与课程中心
   通过制 偶尔点名  内容有意思，但需要写职业规划书 平时几乎无作业 写一篇职业规划书 教务部学生培养与课程中心
