 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
   百分制/绩点制 偶尔点名 90-94/4.0 不错，会提前下课 期中期末各一篇论文 论文结课 教务部学生培养与课程中心
  陈永刚,王闯 百分制/绩点制 签到 90-94/4.0 可以学到东西 任务有点多 写简历报告 教务部学生培养与课程中心
 信息素养与信息资源检索 宋灵超 百分制/绩点制 签到 90-94/4.0 很硬核的一门课，老师很认真，对平时写论文和科研有帮助。平时有个期中作业，就是对图书馆某个服务做个ppt，期末以前是开卷现在改成小组展示了，给分还可以，一般都是90＋ 对图书馆某个服务做个ppt，不用展示 小组展示 教务部学生培养与课程中心
   通过制 二维码签到  能学到有用的知识，对科研入门有帮助 期中作业，做PPT，期末作业，小组pre（5-6人）平时没有作业 小组pre，大约每个组员有半天的工作量，认真完成基本都可以高分 教务部学生培养与课程中心
 大学生创业基础 王渤洋 百分制/绩点制 无 90-94/4.0 老师很好 课有点长，计划书有点多 计划书有点多 教务部学生培养与课程中心
 走近期货与期权 陈刚 通过制 上网课，不点名  老师人很有耐心，积极回答问题，可以学到干货，但是涉及一些经济学知识，没有基础的可能会费劲 在交易软件上模拟交易 期末统测或者在校外考个资格证二选一，不难 教务部学生培养与课程中心
 吉他鉴赏和演奏入门 陈斌 百分制/绩点制 每节课全点名 90-94/4.0 大部分时间讲吉他音乐史，练琴要自己课下练，签到和期末各占一半，给分很好 无 南开秋天弹唱，没啥难度 教务部学生培养与课程中心
 进阶摄影与实践 王晓明,高鹏 通过制 不点名不签到，老师一般都是有事的同学可以自行安排来不来上课，不用请假  老师人特别专业！跟着可以学到很多摄影知识！真的很干货！而且真的人很温柔！！人很有意思 平时有个期中的拍照任务，用手机拍，自己喜欢的基本都行 老师给一个主题或者自拟主题的拍照任务，只需要一张照片，老师要求不高，交了就行。 教务部学生培养与课程中心
 PPT制作与演讲技巧 许捷 百分制/绩点制 点名1次，会提前说 95+ 神课，无需多言 平时课上会有小任务，无作业 结课交自己制作的PPT，老师会帮忙修改，时间给的也很宽松 教务部学生培养与课程中心
   百分制/绩点制 上课需要做作业，所以需要到 90-94/4.0 非常好，受益匪浅，非常年轻老师，观点及其新颖 还行，基本不占用时间 做一个PPT，次课四节连堂，只上半学期 教务部学生培养与课程中心
 中国画临摹与创作I 陶鹏 通过制 不查签到也不点名  非常好，老师和蔼可亲，可以学到真东西，随和，还会带着写生 无 一幅作品 教务部学生培养与课程中心
 大学生就业能力提升 韩远欣,辛琦,吴宵宵 百分制/绩点制 无 90-94/4.0 对于e人来说超级棒 做个人简历、面试 结构化面试/无领导小组面试、考试 教务部学生培养与课程中心
 架子鼓实践教学与赏析 程莞亭 百分制/绩点制 偶尔点名 80-84/3.0-3.4 只有老师的鼓，一堆人坐在下面打自己的哑鼓垫（自己买，还有鼓棒也要）。想用鼓的话要在全班的注视下（或者也没人在看）上去打，或者下课后排队练。平时练手速/打基本节奏型/练歌，我们这次练的是counting_stars。老师有点幽默。 最好自己练，没强制要求 打一首歌，虽然我练了但是感觉可能是因为没用过几次鼓，打得不怎么样。。。只拿到3.3，非常伤痛了 教务部学生培养与课程中心
   百分制/绩点制 就第一周自我介绍一下 90-94/4.0 基础架子鼓手法，老师鼓励式教学，学会了简单的鼓点手法 自行练习，不难，主要看个人协调程度 打一首歌，自己编或者老师给的曲子都可以 教务部学生培养与课程中心
 版画 毕超然 通过制 无  授课内容是手把手教你刻一张版画，老师人挺好的，上课不怎么管 结课之前刻一张版画，难度依照你选择的图案而定了，如果是比较繁复的图大概要十几个小时 用板子印几张拍照上传，然后板子也要交给老师，不能自己留着还是有点可惜的 教务部学生培养与课程中心
 演讲口才创新实践 郭威 通过制 有  非常非常好的课！神课强推！老师上课讲的非常有趣同时干货满满，并且老师本身非常厉害！最后一节课还会拍一个集体合照，然后老师自费发给每个人！一学期听下来不仅社恐治好了，而且收获丰满！ 无，完全没有！ 是现场演讲，老师会根据你的演讲做出相应的指导 教务部学生培养与课程中心
 中国传统艺术与文创设计 李欣 百分制/绩点制 有时签名和学号签到，一学期几次 85-89/3.5-3.9 老师宽松，任务难度中等，强度有点大，一般是画画、写字、拼贴、文创设计什么的，看你会做什么，做的不好没事不算很严格 差不多每次上课就要完成一次小作业 结课作品一件并且要展览，可以用心也可以简单做，看自己 教务部学生培养与课程中心
 昆曲赏析与清唱 韦承金 百分制/绩点制 经常需要签到 90-94/4.0 如果真心喜欢昆曲应该是可以学到很多东西的，不喜欢或者没感觉的话不太推荐这门课，平常上课经常需要开口唱。 无 600字感想+两段规定曲目演唱视频（老师会很认真的看） 教务部学生培养与课程中心
   百分制/绩点制 签到 未出分 老师挺温柔的，但是可能感兴趣的同学才听得进去 平时没有任务 一首自录曲子（上课会学）加600字以上的论文 教务部学生培养与课程中心
 百年南开校史文化 张鸿,徐悦,陈鑫 百分制/绩点制 每节课会在最后提交一份作业，就是一份问卷，问觉得课程怎么样之类的，以此为签到，有的时候还可以申请网课。 未出分 课程内容蛮干货的。事情确实不少，这次是要策划完成一整个活动，从立项到宣传拉赞助到结项。队友也很重要。 每节课最后有份问卷，中后期就是日常可能需要管理项目上的事情 没有，有日常问卷和最后互评 教务部学生培养与课程中心
   百分制/绩点制 不点名不签到 90-94/4.0 小组展示超多 任务不多不难不耗费精力 期中设计南开产品期末就是小组展示 教务部学生培养与课程中心
 影视动画创作基础与赏析 乔仁铭 百分制/绩点制 点名不多，但是最后一节课要参加 90-94/4.0 平时看动画片，老师人很好 没有什么平时任务 要写一篇论文，画一个三视图，再写一个剧本，都不是很难，给分可以 教务部学生培养与课程中心
 书法技法与理论基础 刘灵枫 百分制/绩点制 一半课点名 95+ 好课就是比较费时间 每周有作业 用自己选的字体写一首诗 教务部学生培养与课程中心
  马向印 百分制/绩点制 签到 95+ 老师很负责，给分特别好   教务部学生培养与课程中心
 投资规划与避雷：CFA的中国化 杨默 百分制/绩点制 点一次名，会提前通知，最后一节课点 95+ 内容实用，强烈推荐 写基金评价推荐一支基金、小测5道选择题，很简单，错了1题最后就扣了1分 开卷考，可搜题可讨论，ppt和网上几乎都有 教务部学生培养与课程中心
 非遗未来：技艺传承与创业实践 屠金歌 百分制/绩点制 没有 90-94/4.0 着重非遗技艺的介绍，也会有非遗传承人来课堂展示非遗技艺，另外会有老师自己创业的经验谈。老师上课主要以ppt演示授课。 期中一次作业,不难，期末有大作业可以考完期末再做。 平时成绩。没有考核 教务部学生培养与课程中心
   通过制 笔本不点，老师甚至还和我们打趣，但是有时候去的人不多老师会已某种方式看你有没有去上课来加分，可以求助小伙伴  学到了很多，老师还会请一些人来给我们上课，还有一些什么'叔同之夜'的体验名额 期中作业和期末作业，还行吧，不是很难 写一个策划案，或者介绍非遗的文案，或者剪一个视频，有个人和小组形式，自选 教务部学生培养与课程中心
 大型仪器与生物微观世界 肖楠楠,李昂 通过制 点名、纸质签到表  非常好的课程，能让你得到很多和老师接触的机会以及进实验室的机会 不难 录制一个三分钟视频 教务部学生培养与课程中心
 揭秘生物微观世界的大型仪器表征  百分制/绩点制 点名 未出分 老师还都挺负责的，有理论和实践两个部分，不过课上老师也不会管你干什么 平时没有什么作业，后期还可以去国重参观 期末上交个3min的小视频，里面可以谈谈你在课程上收获了什么 教务部学生培养与课程中心
   百分制/绩点制 点名 95+ 前几次课类似讲座的风格，后面几次会有机会进到实验室参观和自己动手做实验，有很多收获 平常没有作业 最后要求做了一个三分钟左右的视频，介绍印象最深的一课，最好将课程和自己的专业融合，简要介绍即可，不是很麻烦 教务部学生培养与课程中心
   百分制/绩点制 点名 85-89/3.5-3.9 授课内容高级,老师讲课轻松幽默,如果认真听会收获很多 无平时作业 拍摄与课程有关的讲解视频 教务部学生培养与课程中心
   百分制/绩点制 每节课都有签到 90-94/4.0 前半学期学理论知识，后半学期上手摸仪器，很有趣，老师很幽默 平时无任务 小组作业,PPT展示汇报,将所学内容与本专业结合起来即可 教务部学生培养与课程中心
 篆刻欣赏与实践 陈志峰 通过制 有签到，可以群里请假  老师上课前几节课讲篆刻知识，后面就是自己刻 平时无作业 交一个篆刻出来的图片和三幅写的四字篆书 教务部学生培养与课程中心
 西方美术鉴赏 张洁 百分制/绩点制 点名 95+ 讲了梵高文艺复兴后现代主义拉斐尔的很多详细的内容哈哈，老师很有干货！感觉很深层次的感受到了西方美术的魅力！ 有几次艺术实践作业。大多都是在课堂上展示。 论文结课，老师出了相关的问答题。 教务部学生培养与课程中心
 大学生创业基础与实践 崔庆新 百分制/绩点制 签到 90-94/4.0 事情不多 期中选题概述 论文 教务部学生培养与课程中心
 思辩式英文写作 唐磊 百分制/绩点制 签到 95+ 老师人特别好,水平高,可以找老师辅导英语竞赛,对托雅考试帮助很大 作业比较多,平时任务比较多 一篇习作 外国语学院
 南开幸福课—幸福体验工作坊 李霞 通过制 不点名不签到  挺好玩的反正 选做六次小作业还有一个期末总结 无考核 外国语学院
 中国文化英译漫谈 袁芳 百分制/绩点制 不点名签到，但老师认识人 90-94/4.0 相当于比较轻松的英语课，用英语讲述中国文化，兼顾了一点翻译 两周一次作业，据称不看具体内容给分，大概花费2～6小时/2周 论文结课，1000词英语论文 外国语学院
 演讲与沟通 陈丽虹 百分制/绩点制 基本每节点名 95+ 有一本课本，老师很和善，学到了如何做一次演讲 一次2人合作的课上展示（演讲+讲解课本内容），难度中等 当堂测试，考核本学期所学，2节课时间做完就能交卷走，不难 外国语学院
 学术英语写作与交流 刘佳 百分制/绩点制 几乎不点名 90-94/4.0 讲得很好，能学到有用的东西，老师很温柔很体贴大家，主要讲学术英语相关知识和英语写作技巧 平时任务有两次论文summary。课上会讲写作方法，根据自己的选题找参考文献然后完成作业 期末是一篇英文文献综述，800~1000字，不是特别难，写完后要根据你的内容进行一个展示 外国语学院
 初级德语2-2 薄一荻 百分制/绩点制 好像不会，但每节课基本每个学生都会被提问到，所以对出勤率还是有要求的 90-94/4.0 老师很幽默很好，能学到真东西，难度适中 会有一些小练习，课后题、听力什么的内容，会录制一个视频 几人一组表演对话+口试，口试内容一般是两部分，读单词和句子，要掌握基本的日常对话和发音规则 外国语学院
 初级阿拉伯语2-2 苏楚婷 通过制 前几次都没点过名，后面我也没去过了但应该不怎么点名，因为我没去也没事  阿拉伯语很难学，上课不可能学会，但是课上可以了解一下阿拉伯文化。老师挺好，课水，因为真的学不会。 无平时任务 不清楚，最后也没去过但是通过了 外国语学院
 初级意大利语2-2 冯莉丝 百分制/绩点制 无 未出分 老师讲了很多干货，是特别可爱的人，只要愿学会学到很多东西 就是听写，第一次三十个词，期末一百个词加句型和动词变为、难度有点大，需要认真背、占用时间一般 无 外国语学院
 服务学习：未来教师 李霞 百分制/绩点制 很少点名，但课上人很少，老师可能认得 未出分 作业两周一次，个人觉得蛮多的，如果心理没有真的准备好去上这个课的话，容易上不下去。特别是期中以后，要组织一个社会实践，两三个人一组，事情真的很多多多，绝对不是水课，老师会很严格点评，所以说也需要强大的心理。如果真的超级想当一个老师可以尝试，但一定要有心理准备。 线上线下课混着来，作业两周一次，最后实践作业会忙很多。 实践作业是会要到社区里面讲授一个一到两小时的课程，题目自拟，但是从题目到教案教具和社区老师对接都需要自己来，模拟授课的时候老师非常严厉，会给建议。占用的时间蛮多的，最后还要叫观摩报告、反思报告和其他教案之类的。 外国语学院
 工程训练 黄大刚 百分制/绩点制 签到 未出分 平时和丛跃进老师合上，任务难度适中 制作简易元件 实验报告（挺简单） 人工智能学院
 生活中的工业设计 秦岩丁 百分制/绩点制 有，但容易逃掉 未出分 对这些设计小知识感兴趣的话可以冲，任务不难很容易完成，尽早刷完智慧树平台上的视频课就好 非常简单 市场调研你认为不合理的设计现象，给出简要的优化解决方案，时间给的很宽，我觉得也不算难 人工智能学院
   通过制 有四次左右见面课，其余都在线上学习，线上也有见面课，凡是见面课的都必须签到。  还行，课上内容很有趣，授课氛围好，学到了一些较为实用的技能。 内容主要是用word干一些实例操作，有点难度不过愿意花精力就很快就过了。 期末作业较大，但是不占期末复习时间哦，老师较好，会把时间延长到放假之后，假期可以做作业，不过作业比较大，看你自己怎么选了。 人工智能学院
 智能自动化工业实践 赵铭慧 百分制/绩点制 完成课堂任务打勾 未出分 60平时40课程论文，8次课六次小实验，跟着老师发的实验指导书就能完成，比较简单，有编程和实践的乐趣 平时分会给满，完成课堂任务就给分 无 人工智能学院
 中华传统艺术 刘佳 百分制/绩点制 大部分课点名 未出分 京剧方面占比很大 没有平时任务 上课不能玩手机,写1500字心得体会 汉语言文化学院
 西非音乐赏析——非洲鼓基本演奏 高超,王毓钧,董科鑫 通过制 每节课点名  好玩，无压力 练习一些节奏 几个人合奏一段音乐 汉语言文化学院
 工程训练 丛跃进 百分制/绩点制 签到 90-94/4.0 喜欢做手工并且手巧的可以，每节课做个东西，比如电路板什么的，按完成快慢给分 无 平时分 计算机学院
   百分制/绩点制 每节课签到 85-89/3.5-3.9 焊接电路板，组装闹钟，万用表等。作为工科生觉得难度较低，可以作为焊接入门。焊好的万用表虽然精度比较低，但还一直可以用。 上课完成焊接任务并测试，无课后作业。 无考核，期末交课程报告。分数多由平时分决定，平时分看焊接速度（呈强相关），焊接慢的可能会分很低，会有六七十。动手能力不强的同学可能会需要课下时间。 计算机学院
 奇点来临?——ChatGPT引领的AI大模型原理及其影响 刘晓光 通过制 不签到，开始偶尔点名，后来就不点了（因为就没什么人了）  老师人还可以，比较和蔼，其实他没上几节课，之后就请其他老师来科普了；授课内容就是围绕生成式AI的技术原理、历史发展、现状、影响等几个方面展开，但原理方面涉及较少，所以感觉更像是这个时代我们该如何看待生成式AI之类的课程 没什么固定的任务，就做过一次小组展讲 运用生成式AI做一份作品，要求记录制作过程，并将该过程通过视频的形式发布在个人社交平台上，最后通过浏览量、点赞量和转发量等来评分 计算机学院
 数据库技术与应用 康介恢 百分制/绩点制 从未考勤 95+ 上课完全自由，想学能学到东西，不想学也可以拿到95左右的分数 线上作业，整个学期只布置过一次，占用时间小于20分钟 考核上课内容，线上考试，而且在交卷前会给答案让大家自行修改方便给分，题目难度也很低 公共计算机基础教学部
   通过制 不签到  神课，随便水 主要是在MOOC上刷参与度，直接与期末成绩挂钩，不过也只是91和98的区别 期末是写一些数据库代码，一周时间，最后一天会直接给答案，完全不学也没事 公共计算机基础教学部
   百分制/绩点制 不点名也不签到，老师原话说你有空想学就来 90-94/4.0 仔细跟老师的MOOC是会很有收获的。教的是比较小众的Access，但是这东西能搞前端学了之后其实还蛮蛮有用的 可能需要花点时间刷老师的MOOC，然后评论讨论，这个要占分 就是云课堂公布一个任务，把题给你，让你自己写好答案word文档上传。在截止日期大概还有一天的时候会在群里发答案，直接抄也行 公共计算机基础教学部
 微信小程序云开发 郭天勇 通过制 雨课堂扫码  大一没有计算机基础的话感觉比较困难，作业是每节课基本都要做一个小程序 每节课基本是一个小程序 最后是让小组做一个小程序课堂展示，不要求内容 公共计算机基础教学部
 大数据可视化基础 高裴裴,路明晓 百分制/绩点制 签到不严格，可以直接在雨课堂听直播 未出分 老师人很好 平时会有作业 期末有大作业，而且ddl还是期末周...只能说是想要水水的慎选 公共计算机基础教学部
  康介恢,高裴裴 百分制/绩点制 先上签到 95+ 很好！ 有点多 大作业，很不错 公共计算机基础教学部
   百分制/绩点制 雨课堂扫码签到 90-94/4.0 内容很丰富，但是需要做的任务也比较多。能学习到很多电脑软件网站制图和使用，老师人也很好~平时每个任务都好好做的话最后期末给分都不错。建议想学东西的同学选 任务多，基本每周都有。但是好好听课难度不会很大。 无考试，以平时作业为依托交个作品即可 公共计算机基础教学部
   百分制/绩点制 签到 75以下/2.5以下 授课内容具有现实实用性，便于上手，老师讲解清晰，对于整体的职业能力提升有帮助 每周一个任务，期限设定为期末周之后。 最后看线上每周的作业以及最后小组的大作业 公共计算机基础教学部
 数据结构与算法 王刚 百分制/绩点制 no 95+ very_good no 3_easy_quiz 公共计算机基础教学部
 经济学名家名篇十五讲 蒋雅文 百分制/绩点制 不点名签到 未出分 有趣 小组pre，不是很麻烦 3000字论文，不建议学科跨度大的同学选，完成有一定难度 经济学院
 产业经济案例分析 马云泽 百分制/绩点制 签到 90-94/4.0 老师很严谨，保证出勤就能拿高分，简单易懂，开拓视野， 随堂作业四五次，通过作业来记录考勤，缺勤会扣五分，不交作业扣五分 结课论文，简单好写，90+ 经济学院
 带你了解中国区域经济 薄文广 百分制/绩点制 5次出勤 95+ 开朗活泼，幽默独特，只讲京津冀区域一体化，对其他地区讲解较少 无 4000字论文结课，分析家乡发展不足 经济学院
 3D 打印及应用 倪牮 百分制/绩点制 不点名不签到 未出分 讲的很细致 靠自学练习，不上课都行,做一个作品 电子信息与光学工程学院
   百分制/绩点制 要点名 80-84/3.0-3.4 内容硬核，老师人不错，学完可以初步掌握3d打印 有平时作业，课堂小作业最快完成的三个人可以加分，不建议当水课上 设计自己的3d打印模型并打印，随堂展示时需有ppt讲解 电子信息与光学工程学院
   百分制/绩点制 点名 85-89/3.5-3.9 能真学到建模，平时就是每节课讲种方法，然后应用。课堂氛围很轻松，老师还可以帮忙打印建模好的作品。 偶尔会布置一两个必交的建模作业。有时候还会有些自愿完成的建模作业 期末就是运用所学自己设计建模，然后做一个ppt大概讲讲建模过程。提交时间早的话，期末最后一节课之前老师能帮忙把作品打印出来。建议要选的同学设计建模难度略高点，ppt不要太短。 电子信息与光学工程学院
 光学与社会发展 齐鹏飞 百分制/绩点制 偶尔点名 未出分 神课！内容很有意思，老师人也特别好 上课人到了就行 论文或者十页以上的ppt，没有主题限制 电子信息与光学工程学院
 电子设计初步 赵二刚 百分制/绩点制 手写签到 85-89/3.5-3.9 老师提供程序，上课用一些器件面包板搭一些实验，基础要求不多，挺有意思，需要一些简单的c语言编程知识。(循环_数组_etc)会有思考题需要改代码，可以课下做，思考题做好了会加分。 无 一份实验报告，一上午突击所有，或者做完实验就写 电子信息与光学工程学院
   通过制 签到  嵌入式开发，光电相关的，需要一定C语言基础，感兴趣的可以选，老师很温柔细心 课堂会直接发源码，留几个思考题，不想做剩下的时间就可以摆烂了 没有考核，需要做个实验报告交上去，所以做实验成功了记得拍照 电子信息与光学工程学院
 树莓派Python开发 刘晓颀 百分制/绩点制 不签到 85-89/3.5-3.9 老师很有趣，课程也很轻松，主要是做些小实验 做些小实验 写一个简短的课程报告 电子信息与光学工程学院
   百分制/绩点制 最后两次签到 90-94/4.0 老师超级好，幽默 动手实验 写个小感想，很简单，课上给时间 电子信息与光学工程学院
  高艺 百分制/绩点制 无（最后几次课的时候会有纸质签到，方便老师判定成绩） 95+ 老师超级有趣超级好，只要前几次课听过就可以完成老师课上讲的任务，后面即使听不懂也没关系（老师说过如果有考试的话可以带过去复习，完全不用担心），非常为学生着想，每次只要完成当堂课的任务还可以提前走 完全无 写下对这节课的感想与建议 电子信息与光学工程学院
 液晶材料与应用导论 冀允允 百分制/绩点制 整个学期有四五次点名，要点名的那次课老师有可能会在群里提前提醒 未出分 基本就是老师讲一些液晶的知识，放一些视频，不提问。 有一次小组展示，查点资料整理到ppt里后读一读就差不多。 交结课论文，查重30%以下。 电子信息与光学工程学院
   百分制/绩点制 偶尔点名 90-94/4.0 授课内容较为枯燥，但是老师风格比较幽默 一次文献调研汇报，占用时间不多 一次结课论文，要求自己查重，相对较为轻松 电子信息与光学工程学院
 环境污染与食品安全 仪淑君 百分制/绩点制 点名（经常 85-89/3.5-3.9 老师第一年教书，会点名，上课其他专业的可能不会很理解得懂 平时作业就是写一篇1000字左右的评价环境污染 期末考卷考试，会发ppt 环境科学与工程学院
 典型环境事件与对策 楚春礼,田瑛泽,戴启立 百分制/绩点制 点名 85-89/3.5-3.9 讲的比较无聊 没有 一篇论文 环境科学与工程学院
   百分制/绩点制 偶尔一次 未出分 老师上课挺认真的，就是这门课没那么有趣，老师人很好是真的 没有 期末写一个论文结课，要求不高 环境科学与工程学院
 环境与健康 刘春光 通过制 雨课堂签到  老师人很好，上课也挺有意思 期末论文结课，平时没什么事 期末论文结课 环境科学与工程学院
 环境保护概论 汲奕君 百分制/绩点制 前六次课签到三次，其余课程均为慕课 85-89/3.5-3.9 老师很体贴，错过了考试还安排了补考机会，不过补考只取卷面成绩的80% 平时无附加任务，只需完成线上慕课和试题 线上答卷，有关环境保护的基础知识，占用时间少，难度低 环境科学与工程学院
   百分制/绩点制 点名 90-94/4.0 老师人很好，讲课细致认真 2次平时作业，基本不占用平时时间 开卷期末考 环境科学与工程学院
 经典统计学与 MATLAB应用 聂庆华 通过制 很少点名或签到  老师还是很负责任的，但课程学习可能需要一定基础 平时任务不多,期中退课了 环境科学与工程学院
   百分制/绩点制 无考勤 未出分 将PPT，较为死板，不过课程可以收获较多的matlab基础操作和统计学知识 仅有四次作业，期末前完成，占用精力较多 开卷答题，需要用到matlab，各种统计问题的matlab实现，计算各种统计量，完成统计分析，110分钟，难度较大，不过开卷可以合理利用gpt 环境科学与工程学院
   百分制/绩点制 不签到不点名 90-94/4.0 飞速的讲了matlab入门和matlab比较重点的内容，老师口音不少，说话慢条斯理但是课程进度安排的很快。总体来说对于掌握了matlab和统计的同学来说有点简单；对于两个部分都不是特别会的，如果你编程思维习惯和数学统计头脑都不太成熟可能会学的有点累。其中matlab上半学期，统计学下半学期，matlab把基本用法全部说了一遍，几乎复刻的就是mit那门matlab课的讲义统计涵盖了非常多的内容，但是完全忽略了数学推导，不是很难（笔者来自数统）。考试比较放水，学期中间还是开始时候会发给你一张样卷，基本就是照搬样卷考试，自己生成数据做题而已，准备一遍难度为0。但是考场可能会出现一些奇怪的操作失误和排版答题问题，莫掉以轻心。 刚开始matlab部分每周都有作业，完全照搬mit课程的hw和slides。有难度而且很有意思，想学好matlab的最好把作业用心全部做一遍。之后统计部分无作业。 自己带电脑上机，考一张有题库的试卷，时间两节课。准备过的话难度为0，但是考场可能会出现一些奇怪的操作失误和排版答题问题，莫掉以轻心。 环境科学与工程学院
 生态文明 张墨 百分制/绩点制 签到 95+ 有四次线下课，需要扫码签到，非常轻松 只需要线上刷课和去上四次线下课 线上答题+个人四分钟的pre 环境科学与工程学院
   百分制/绩点制 5次线下课点名，其余时间自己刷慕课 未出分 MOOC形式的，事情很少 刷MOOC，有一个小pre 基本不占用时间 环境科学与工程学院
  田丽丽 百分制/绩点制 见面课都会点名，其余智慧树网课 90-94/4.0 老师人挺好，只有见面课需要参加，其余在智慧树刷课就行，按部就班做完成绩不会差 智慧树刷课做题 智慧树期末考，都是选择，很简单 环境科学与工程学院
 自然观察与生态摄影 卢学强 百分制/绩点制 每次都要 90-94/4.0 老师水水的，但是会突然点名提问，小组展示也会喊人回答问题 平时无作业 小组展示，给分很好 环境科学与工程学院
 跨界水资源利用与争端解决 张英 百分制/绩点制 没有点名签到 90-94/4.0 老师上课讲不同地区跨界水资源引起的国家争端和解决方案，讲课干货很多，上课不点名不签到，人也很温柔，有重要安排的时候会在雨课堂上提醒大家来上课 有一个翻转课堂小组展示 开卷考，提前一两周发参考资源，答案都很容易找到 环境科学与工程学院
   百分制/绩点制 很少 未出分 很有趣，三个老师联合，有认真在讲课 只有一次，是课程论文，最后两周有论文展示 闭卷百分制，不难 环境科学与工程学院
 环境风险案例解读 王宝庆 百分制/绩点制 不定时现场手写签到 90-94/4.0 会讲解经典的环境风险案例，比如核废水、火灾等 上课会随机提问，然后需要做一次pre 没有期末考试，就是平时的签到、pre、还有一次课堂小作文 环境科学与工程学院
 环境修复实践与案例 刘家女 百分制/绩点制 不定期点名 90-94/4.0 老师人很好，给分也还不错，想学知识可以学一些知识，不学可以干自己的事 一个pre在期末以前 一个4000+期末论文，在期末以前，不难 环境科学与工程学院
 室内环境污染与家装环保 焦永利 百分制/绩点制 一整个学期就签了两次 90-94/4.0 老师讲课有点听不清，基本没人听课，做自己的事就可以，课堂比较轻松 平时任务没有 交一篇论文即可，给分不错 环境科学与工程学院
 饮用水与健康(MOOC) 鲁金凤,王薇 百分制/绩点制 就两节要去，其他自行刷慕课 95+ 有个小组pre（疫情线上展示），平时就刷慕课，给分只看mooc考试分数 刷完慕课就行，有题，可以自行搜 mooc，好像夸克有些没搜到，所以95 环境科学与工程学院
 大学生科研创新导引 周明华 百分制/绩点制 节节课都有电子签到，从未点名 未出分 大一别选这课，坐牢，很枯燥很干货，没有一个真听课的。课程就是教你开课题报告，写各种学术文件，甚至申请国基金......，作业倒是很容易完成 写开题报告 写开题报告或者文献综述，专业性较高，难度因人而异 环境科学与工程学院
 书院体验式学习 崔丽月 通过制 通过要求是讲座、师生交流、实践活动各三次，一学年内完成，平时没有固定时间上课，所以不存在点名签到  为了达成目标所以会参加很多活动，收获也是很大滴，开课前可以自己选择想加入的老师小组，根据老师时间和组织活动的态度，课程体验会有不同。 还好，就是要多关注关注学院发的活动通知，要及时报名。 无期末考核 外国语学院
 美国崛起之路 徐振伟 百分制/绩点制 不点名但随机抽人回答问题,不过据说大部分是相关学系学生会被点。 90-94/4.0 老师很客观的分析关于美国崛起的原因。 没有作业 ，期末有论文，嘎嘎分高，我跟我室友们都满积。論文 周恩来政府管理学院
 美国大学与社会 熊耕 百分制/绩点制 随机点名 未出分 讲的像历史,没意思,快跑…怪不得选的人少,都是大一新生凑学分去的。 pre要,还要上课多发言,选定题目做pre,期末7000字论文  周恩来政府管理学院
   百分制/绩点制 基本不 85-89/3.5-3.9 内容丰富，开拓视野 小组展示 期末论文4000字 周恩来政府管理学院
   百分制/绩点制 点名 90-94/4.0 上课的内容就是有关美国大学的入学，学校构成等基本知识和历史，老师人很好，很专业 有小组展示，平时需要回答问题，期末是5000字的论文 期末考试为5000字论文 周恩来政府管理学院
