 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 新文科智能计算基础 李兴娟 百分制/绩点制 有 80-84/3.0-3.4 避雷！作业一般，老师讲的很烂，学不到啥 雨课堂发布作业 期末占30%，选择和填空 公共计算机基础教学部
   百分制/绩点制 签到 85-89/3.5-3.9 还行 有案例作业 上机 公共计算机基础教学部
   百分制/绩点制 不需 75-79/2.5-2.9 老师很好，作业是交几次Python，案例作业，小组展示 期末交案例作业 案例作业和小组展示，不太难 公共计算机基础教学部
   百分制/绩点制 只有最后两节课抽取部分同学点名了 未出分 老师人很好很可爱，授课内容的话，本纯文科生表示无论谁讲我都听不进去哈哈哈，但是认真听的话还是可以学到东西的 不多且课上就能完成大部分 大论文作业＋平时分+考试分,前面的都还好，考试的话有问卷和上课画的重点，但是不好好上课感觉考试还挺难的555 公共计算机基础教学部
  路明晓 百分制/绩点制 雨课堂签到 90-94/4.0 老师挺好的，讲课很细心 平时在雨课堂会布置作业，有选择题和程序题，每周都有 大作业和上机考试，老师会指导选题，基本上模块够了得分都还可以；上机考试开卷，选择判断书上都可以找到。 公共计算机基础教学部
  郭蕴,古力 百分制/绩点制 偶尔签到 85-89/3.5-3.9 老师很温柔 一次小组作业，五次左右平时作业，有点难度 上机考试 公共计算机基础教学部
 大学计算机基础 李敏 百分制/绩点制 签到 90-94/4.0 内容干货多，老师上课严谨 有小作业和大作业，小作业课上基本能完成，大作业时间较久 机考+大作业，占用时间不多，主要是大作业花的时间久，机考不难。 公共计算机基础教学部
   百分制/绩点制 点名 85-89/3.5-3.9 事多分高，每周不停地做上机作业 占用精力很多 上机考试，难度还行，刷书后题就行 公共计算机基础教学部
   百分制/绩点制 签到,要面对面一个个去找他的助教签到 80-84/3.0-3.4 老师人倒是挺好的 事儿巨多巨多超级多,一周一个周作业 期末小组pre,还要考试,还要写三个实验报告 公共计算机基础教学部
  郭天勇 百分制/绩点制 签到 80-84/3.0-3.4 老师讲的挺好的 上课有作业,对零基础来说有点难,不过能做,有大作业,得抱大腿 上机考核,难度一般 公共计算机基础教学部
  李朝晖 百分制/绩点制 签到 85-89/3.5-3.9 老师讲课枯燥无聊，但是最后给分不错 任务较简单，可以水 上机考试 公共计算机基础教学部
   百分制/绩点制 网上平台签到 90-94/4.0 老师基本都是按书上来的 会有网课和网课后的课后习题，其他基本上很多任务都是在上机课上完成。其中会有一次小组展示。 闭卷考试形式，考试有大概范围，会有题库，主要是花时间背就不错 公共计算机基础教学部
   百分制/绩点制 雨课堂签到 80-84/3.0-3.4 老师上课有点无聊但是可以摸鱼 作业较少难度较小 上机考试 公共计算机基础教学部
  高裴裴 百分制/绩点制 每天上课都扫码签到，在机房做的作业要交 85-89/3.5-3.9 老师人还挺好的 任务不少，但比另一个课的事少很多。 闭卷考试，如果平时不听课，考前复习很麻烦，几乎是从头开始学了。平时作业认真做，期末把知识学会就好了。 公共计算机基础教学部
   百分制/绩点制 偶尔会有签到，可以代签，并不麻烦 90-94/4.0 老师人非常好，讲授也很耐心，还会有一些自己的感受和经历，有留学倾向的同学可以和高老师多交流沟通 不难，我感觉作业有几次，但是并不占据精力，完全可以水 正常考试，这个应该是统一的吧 公共计算机基础教学部
  闫晓玉 百分制/绩点制 签到 80-84/3.0-3.4 讲的很细，但是讲的不太听得懂 任务很多，每次上课之前有小测验，上课时候会做题,会布置课下作业，网上可以找到代码答案（注意早点交） 上机考试和小组作业，建议合理规划时间安排，以及和小组成员商量好，避免最后分开写代码合不上 公共计算机基础教学部
  郭蕴 百分制/绩点制 签到 85-89/3.5-3.9 老师会教一些计算机的基础知识，老师讲课温柔耐心，超级好 平时根据课本会出一些题，按照书上的内容来做就好，实在不会老师最后还会教怎么做，很轻松，基本在课上就可以完成，会有一次小组合作的论文 上机答题 公共计算机基础教学部
   百分制/绩点制 签到 80-84/3.0-3.4 课上内容多，老师年轻，给分差 每周都有作业，而且难度较大，麻烦 上机答题，难度较大，需要准备很多 公共计算机基础教学部
   百分制/绩点制 每节课需要雨课堂点名 90-94/4.0 老师很温柔，上课讲的也挺好，课上会做一些习题 期末是考试加小组pre，后期每次课均有作业，量不多 闭卷上机考+小组pre 公共计算机基础教学部
  古力 百分制/绩点制 签到 80-84/3.0-3.4 老师讲课细致入微 难度不小，要会编程 期末闭卷考试 公共计算机基础教学部
  路明晓 百分制/绩点制 点名 90-94/4.0 讲的一般，比较枯燥 任务多，挺难的，需要投入半天去做 线上闭卷考试 公共计算机基础教学部
   百分制/绩点制 手机签到 80-84/3.0-3.4 雷，老师讲得不太好，不如自己看书 平时任务繁重，虽然计算机课好像都这样，但路明晓老师的班额外要求视频都看 统一机上测试 公共计算机基础教学部
   百分制/绩点制 好像有？？不记得了 85-89/3.5-3.9 照着书上讲呗，计算机本来就难，需要自己提前预习多下功夫才能听懂上课老师讲的啥。 雨课堂会每周布置作业，要预习，具体来说就是看视频做题，量也挺多的。 有展示大作业（占成绩一定比重，比较重要）+上机考试+平时作业+雨课堂上所有 公共计算机基础教学部
   百分制/绩点制 点名 75以下/2.5以下 轻松 小组合作 考试 公共计算机基础教学部
  康介恢 百分制/绩点制 点名，但会提前告知要点名 90-94/4.0 老师上课认真，内容通俗易懂，康老师是神！ 有一个大作业和平常的案例作业 考试内容都讲过且强调过是重点，闭卷考试，期末占百分之三十，几乎没人挂科 公共计算机基础教学部
   百分制/绩点制 点名 85-89/3.5-3.9 老师友善事少，给分比较客观 事少 全校统考 公共计算机基础教学部
   百分制/绩点制 点名 95+ 老师很有趣，上课比较宽松，会给很多提示 平时作业有，但相比其他老师较少，不怎么耗费精力，基本可以课堂完成 大作业加闭卷考试，大作业很重要，做好会分很高，闭卷考试上机考，有题库，只占30%，不用特别担心 公共计算机基础教学部
   百分制/绩点制 几乎不点名 80-84/3.0-3.4 按照课本讲，老师特别好，认真听应该能学到一些东西。无脑冲 平时有作业，根据ppt上做一下就行，重量不重质 上机闭卷选择填空没有实操，平时分70%包过的 公共计算机基础教学部
  宋丽培 百分制/绩点制 点名 85-89/3.5-3.9 老师会细心解答问题，很友善 基本每节课都有作业，但不难 统考+作业平时分+签到分 公共计算机基础教学部
   百分制/绩点制 雨课堂扫码签到 90-94/4.0 老师很有耐心，给分也很好，知识点讲的很清楚明了 平时雨课堂有联系，上机课后会有操作作业，不过量很少 大作业展示+期末上机考试，都是课本内容，好好复习就能拿高分 公共计算机基础教学部
 Python编程基础 蔡庆琼 百分制/绩点制 会不定期地点名，但是出勤分很低，只有2分。 80-84/3.0-3.4 老师较为严苛，教学风格念ppt 对于初学者来说，要下一番功夫。每一次课结束之后都会布置作业。 学校统考 公共计算机基础教学部
   百分制/绩点制 签到 90-94/4.0 老师讲课认真，难度把握很好 有平时上机作业，认真学不难完成 期末有小组大作业，上机考试。大作业需要耗费大量时间准备，上机考试可参考书后题复习 公共计算机基础教学部
  路明晓 百分制/绩点制 签到 80-84/3.0-3.4 讲课还行,如果认真听能听懂 课前有预习,别的班没有,搜不到答案,占期末分,麻烦 机考,不难,能过 公共计算机基础教学部
  王恺 百分制/绩点制 会点名 85-89/3.5-3.9 老师水平很高，人很好，但讲的比较快，给分客观，但只要按时完成作业大作业认真一点基本分不会差 课上考核➕课后作业，不难 大作业➕笔试 公共计算机基础教学部
   百分制/绩点制 签到 90-94/4.0 老师人很好，也很耐心，在课程大作业之前会找每组进行谈话，给每组建议和方向 每节课会有作业，但课上可以完成，不会占用课下时间 上机考试,内容简单,考试之前多看看书和例题就可以 公共计算机基础教学部
   百分制/绩点制 雨课堂做题签到 80-84/3.0-3.4 老师挺严的，讲得一般 任务要求比较高 给分不太好 公共计算机基础教学部
   百分制/绩点制 签到 75-79/2.5-2.9 有小测，老师上课主要念课本 任务很多，每周都有 机考 公共计算机基础教学部
  王刚 百分制/绩点制 签到 90-94/4.0 老师很有意思,有时候水水的很安心 雨课堂答题,挺简单的有答案 期末上机考试,得分占比很低,有题库 公共计算机基础教学部
   百分制/绩点制 课前扫二维码 85-89/3.5-3.9 老师很幽默，教的很好 平时留编程小作业，很简单 闭卷考试 公共计算机基础教学部
   百分制/绩点制 雨课堂扫码点名，节节课点名 80-84/3.0-3.4 老师挺幽默的，人挺好 时不时会有雨课堂小测，课下需要完成雨课堂作业，要看网课 平时成绩占一部分，另外一部分是闭卷上机考，要好好准备一下 公共计算机基础教学部
  李兴娟 百分制/绩点制 线上雨课堂签到 80-84/3.0-3.4 基本就是在机房上机，按照发布的视频自主操作（整作业啥的）。会有一次小组pre，最好是靠谱的组员一起。 平时作业比较多，在期末评分中占比大，认真做的话耗时久 闭卷考试，在机房考。书上内容比较多，填空扣分比较严重，会有一些计算题 公共计算机基础教学部
   百分制/绩点制 雨课堂签到 85-89/3.5-3.9 上课昏昏欲睡，讲的一般 每节课都有作业 上机考试 公共计算机基础教学部
   百分制/绩点制 签到,雨课堂 75以下/2.5以下 选到她不跑等什么呢？？？出成绩你就知道哭了。快跑吧。。。最后的警示了。恨当年没人告诉我 平时任务很简单 机考➕大作业 公共计算机基础教学部
   百分制/绩点制 扫码签到 90-94/4.0 老师讲的还可以吧，不算很差 一般作业上机课就能做完 小组大作业＋上机考试 公共计算机基础教学部
   百分制/绩点制 定位签到 75-79/2.5-2.9 老师讲得挺好，很认真 经常在雨课堂上布置作业，最后要完成一个大作业 大作业+平时表现+平时作业+机考 公共计算机基础教学部
  赵宏 百分制/绩点制 点名一般以第3，4节上机课随堂小测形式 85-89/3.5-3.9 老师讲课逻辑清楚，对代码讲解细致，对于没有编程基础的同学来说学起来很轻松 基本没有课后作业，题目基本都在上机课随堂完成 会有大作业，也会有上机考试，难度不大，比较好拿高分 公共计算机基础教学部
   百分制/绩点制 随机提问,不太点名 90-94/4.0 老师人很好,大家重视一下礼仪和态度,上课主要讲什么是教育；以及讲究思考的过程 不多,基本上没啥平时作业,就是大作业认真对待一下,多和老师交流,她会记住你 开卷,可以用AI 公共计算机基础教学部
  张健 百分制/绩点制 一般不点名 85-89/3.5-3.9 老师讲课讲的挺清楚的，也很耐心 有作业，难度还可以 期末考试占比小，大作业要好好做 公共计算机基础教学部
   百分制/绩点制 签到 75-79/2.5-2.9 老师讲的还可以，但有时候不太清楚 有一些课后作业会比较难，要自己写代码 闭卷考试（机考），还有大作业 公共计算机基础教学部
 C++程序设计基础 于刚 百分制/绩点制 雨课堂 90-94/4.0 建议选了他就自学吧 设计一次程序 机考 公共计算机基础教学部
   百分制/绩点制 签到+点名 80-84/3.0-3.4 讲课比较快，需要预习 每周会有作业，一般是自己写一段程序，作业难度还蛮大的 上机考试+大作业展示 公共计算机基础教学部
   百分制/绩点制 雨课堂签到 85-89/3.5-3.9 需要看学堂云上发的网课，是每周任务，但是他上课就不好好讲课了，讲的不是很好，事情还很多 学堂云上的网课，课后题要做，还会每周留一个编程作业，不太好做，他自己出的，还算分，有一次小组的大作业，很不好弄，建议找大佬，要自己编一个东西，例如编一个简单的游戏，b站上有大作业展示，前几年让发到b站上，现在要课堂展示。 机考，从题库里随机出题，每个人的题都不一样，很多题都是上机实习及习题集上出的，但只占30%，平时分很高。 公共计算机基础教学部
  李妍 百分制/绩点制 雨课堂签到 80-84/3.0-3.4 会叫人去台上讲 作业本节课完成 大作业➕上机考试还有平时分（考勤,作业什么的） 公共计算机基础教学部
   百分制/绩点制 每次扫码签到 85-89/3.5-3.9 内容比较容易 一般没什么作业 大作业成绩+闭卷上机考试,但是因为要控制优秀率,满绩点可能不容易 公共计算机基础教学部
  郭蕴 百分制/绩点制 无 80-84/3.0-3.4 老师很温柔和蔼，人美心善～ 上课做程序作业，每周三个 小组大作业和期末上机考试 公共计算机基础教学部
  赵宏 百分制/绩点制 每周雨课堂签到 90-94/4.0 强调问题导向，讲课还可以 c++书后作业，不难 上机考，考前看看书就行 公共计算机基础教学部
   百分制/绩点制 签到，点名回答问题 80-84/3.0-3.4 老师很用心，但对于非专业人士一点困难… 每周有作业，不算简单 考试，小组展示，大作业 公共计算机基础教学部
  闫晓玉 百分制/绩点制 点过几次，不多 80-84/3.0-3.4 OK，温柔女老师 对零基础的人来说有点点难 有点难，认真学应该没问题 公共计算机基础教学部
   百分制/绩点制 签到 90-94/4.0 老师讲得比较细致，任务很多 课前看慕课视频预习，课上有小测验，自学一部分内容，几次上机作业，一个小组大作业要交程序、做presentation、写论文 机考 公共计算机基础教学部
   百分制/绩点制 每节课扫码签到，偶尔点名 85-89/3.5-3.9 老师教的很好，但是事比较多，会课上留写在纸上的题，会随机点名抽查 平时做大作业，看网课，压力不大 小组编程作业+展示+考试，重点在小组作业，考试只有10分，压力不大 公共计算机基础教学部
  刘嘉欣 百分制/绩点制 有签到 90-94/4.0 上课讲得也还好，挺明白的 有平时作业，一般是课后题，不算太难 考试+小组展示。想拿高分需要付出精力 公共计算机基础教学部
   百分制/绩点制 每节课扫码签到 75-79/2.5-2.9 老师授课认真，课堂氛围比较轻松，内容可能会有些枯燥无聊 几乎每节课结束都会有一到两个编写代码的作业 期末以小组形式编写一个可以运行的程序，写PPT和5000字论文，最后展示，需要下功夫，老师在展示时会提问，要求较严 公共计算机基础教学部
  康介恢 百分制/绩点制 雨课堂签到 85-89/3.5-3.9 老师很有趣 上机课写代码，写不完的课下完成 机考，全校统一 公共计算机基础教学部
   百分制/绩点制 就点了一两次名好像 90-94/4.0 老师人好好的，好说话 上机作业，不算难吧，老师也会指导 上机考试，有点看运气，不算很难 公共计算机基础教学部
  古力 百分制/绩点制 签到 90-94/4.0 讲课一般，作业量一般，给分不错 作业就是课后编程题，感觉还好不是很多 有期末考试和大作业，大作业感觉费点精力 公共计算机基础教学部
   百分制/绩点制 雨课堂扫码签到 85-89/3.5-3.9 老师上课偶有提问但不占分，上课压力不大 老师上课比较随意，课下作业不多 一个大作业，设计程序，五人一个小组完成,较难，建议及早开始准备，老师给分挺好,期末考，30分 公共计算机基础教学部
  过辰楷 百分制/绩点制 签到 85-89/3.5-3.9 老师不怎么管，只会上课之前签到，偶尔抽人回答问题，挺好玩的 会有小测，选择判断，挺难的，大部分人得分都不高，不是大头 大作业+机考，大作业考验小组有没有大佬带，机考简单 公共计算机基础教学部
   百分制/绩点制 点名 80-84/3.0-3.4 一般，但是计算机老师都差不多，基本靠自学 难难难，统一的难，什么也不会，就硬编代码 期末考试 公共计算机基础教学部
   百分制/绩点制 签到 95+ 老师讲课清楚,给分高,事不多 平时基本没作业，只有每周一次的上机作业，给两节课的时间完成，没完成的算课下作业，期末有一个大作业，除此之外没有 大作业占30（组队小组写程序）、平时上机作业占20、最后上机考试50，难度都一般 公共计算机基础教学部
   百分制/绩点制 签到 90-94/4.0 老师人很好，很有耐心教你，给分好 一份大作业，课前有小测 上机统考 公共计算机基础教学部
 程序设计基础 于刚,郭天勇 百分制/绩点制 签到 80-84/3.0-3.4 做好自学准备吧 一个办公三件套的作业，一个小组大作业，平时每节课都有课下作业要用雨课堂提交，个人认为挺多的 机房考试70%，平时30%，给分很迷，平时什么都没学的最后3.7，最后好好复习的才3.0 公共计算机基础教学部
  李朝晖,李妍 百分制/绩点制 雨课堂 90-94/4.0 讲课比较古板，但是不会提问 上机作业，比较轻松，学会了很容易做完 机考选择填空题，考前一天复习通过 公共计算机基础教学部
