 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 高级语言程序设计2-2 殷爱茹 百分制/绩点制 点过一次名 75以下/2.5以下 老师讲的像史_授课内容：史 有几道作业题，难度中 笔试+上机 计算机学院
   百分制/绩点制 签过两三次吧 未出分 老师态度挺认真，但上课经常和你唠家常，讲不到重点，没什么收获，全凭书+ppt自学 oj的六个作业，不算多 上机，笔试，和大家都一样 计算机学院
   百分制/绩点制 点名 90-94/4.0 讲不明白 比较多 大作业还有考试 计算机学院
  李雨森 百分制/绩点制 🈚️ 90-94/4.0 好👍_授课内容：老师的教学十分细致，能学到比较多的算法知识，当然了，即使…老师会捞人。吹爆，选到就是赚到，无须多言。 上机练习 上级考试+笔试手撕代码 计算机学院
   百分制/绩点制 不点名不签到 未出分 老师讲的很细致很温柔，下次还选 任务不难，主要自己练习 笔试➕上机考试 计算机学院
  沈玮 百分制/绩点制 无 未出分 老师很耐心，上课如果不困可以学到不少 很少，但自己得多练 上机加笔试 计算机学院
   百分制/绩点制 从不点名 80-84/3.0-3.4 老师讲得很好，期末会画重点，平时还配有相应视频辅助学习 平时无作业 全校统一考试，对计算机小白来讲还是很难的，但是老师会捞人 计算机学院
   百分制/绩点制 基本不点名 85-89/3.5-3.9 老师老师讲得很详细，也会在雨课堂发课件，适合复习用 基本没有什么任务 统一考试 计算机学院
 大学物理学（一） 丁毅 百分制/绩点制 在学期中会点名几次 80-84/3.0-3.4 老师讲课风格很好，可以和老师聊天，但是给分还是要靠自己能力了~_授课内容：老师讲课很幽默有趣，讲的也很快，可能会跟不上。 写作业，难度适中，不会的可以问老师和助教 统一考试，全本书，难度每年都在上升，现在题型也改了。 计算机学院
 概率论与数理统计 李岳 百分制/绩点制 否 90-94/4.0 能感觉老师很认真很负责，但是口音有点难以接受，上课会饶舌，最后得分是流动改卷，和老师关系不大。分还不错_授课内容：概统 很简单，讲的有一部分很难，但是会明确说不考。真正的知识点会提醒你 闭卷 计算机学院
   百分制/绩点制 基本没有考勤 未出分 挺好的，就是语速较快 整个课程组统一七次作业一次随堂测试 还没考，但往年挺难的 计算机学院
  董晓东 百分制/绩点制 点名 75以下/2.5以下 老师教的挺好，平时作业也不多，有期中测试，期中占分很少，只有三分，但是本人当年期末题出的比较难 中等 闭卷考试，难度较大 计算机学院
  蔡庆琼 百分制/绩点制 忘了 85-89/3.5-3.9 老师期中期末之前会给重点公式总结 每章有课后题，不难 考试，有点难 计算机学院
 高级语言程序设计2-1 乜鹏,刘晓光 百分制/绩点制 曾来都没签到点名过！！！ 85-89/3.5-3.9 老师讲的还不错，而且管的很宽松，适合自学 OJ上会有任务 所有人上这个课的人考核内容都一样，老师给分不错 计算机学院
   百分制/绩点制 偶尔抽人点名和签到，但是不占分数 90-94/4.0 老师讲得很好，非ppt选手，认真听很有收获 和大类的一致 和大类的一致，但是老师的平时分都是那几个OJ题目，交了AC就拿满了，点名签到不占用分数 计算机学院
  张海威,张彪 百分制/绩点制 不点名签到 90-94/4.0 张老师讲课幽默，经常会开玩笑，比较亲切。捞人力度很大，不会刁难学生。无脑选即可 OJ平时作业需完成，雨课堂酌情写。 机考+笔试。机考需要平时认真学才能做出来大部分题。 计算机学院
   百分制/绩点制 不点名 75-79/2.5-2.9 张海威老师很有意思,最后会捞人 平时没什么任务 上机+笔试 计算机学院
   百分制/绩点制 没有 85-89/3.5-3.9 很好的老师，但是89不捞 正常 笔试+机考 计算机学院
   百分制/绩点制 点名 80-84/3.0-3.4 老师很有意思，人很幽默 平时任务很轻，但是需要花时间理解和敲代码 笔试和上机考试 计算机学院
  郭文雅 百分制/绩点制 进入雨课堂就算签到，老师用雨课堂随机点名抽人回答问题，老师说要求不严格，一学期少签几次不扣分 75以下/2.5以下 有点让人昏昏欲睡的😪但是老师人很好 没啥任务，就是oj上算平时分的作业写完就行 20%平时+30%上机+50%笔试。 计算机学院
  宋春瑶 百分制/绩点制 有雨课堂签到，但是不占平时分 90-94/4.0 老师很好，讲的很细。 每周五六道代码题，不占分数，建议完成，对理解C++有很大帮助 上机考试四道代码题占20%，笔试占50%。 计算机学院
   百分制/绩点制 雨课堂签到，但是不算在平时分里面 85-89/3.5-3.9 老师讲的很全面，讲解知识点会提供例子，也有课后直播录屏可以回看，会提供相关习题，人美心善，课后会给你提供课上对应题目代码 主要是OJ上的题目 上机考试简单中等加难一点的，笔试考的特别全面，也有手写代码。 计算机学院
 操作系统 宫晓利 百分制/绩点制 很少 90-94/4.0 老师很有意思 不麻烦 还行 计算机学院
 数字逻辑 时晶磊 百分制/绩点制 老师会随机点名 75以下/2.5以下 上课很有意思但给分不高 平时作业从后面开始有一定难度，考试会基于作业要好好做，实验课b站有相关实验可以照搬 实验期末在b站有一个视频可以找，闭卷考试，类型跟平常布置的作业差不多，好好做作业就不难但23秋普遍给分不高 计算机学院
 Python语言程序设计 陈晨 百分制/绩点制 点名 85-89/3.5-3.9 老师教的挺好，给分也不错，事少，就是每次上课都要课上写题，需要认真听讲 简单，就是每周课上的题如果没完成课下要写 大作业 计算机学院
 Python语言程序设计（高阶课程） 王恺 百分制/绩点制 理论课不点名，上机课会按照名单叫人上去讲解 85-89/3.5-3.9 内容对于大二来说偏难，特别是大作业 平时比较简单 与神经网络有关，偏难，占用时间多，而且如果没有做完所有任务，得分会比较低 计算机学院
