 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
   百分制/绩点制 大概每节课都会点名，但有事可请假，扣分不是很严，1/2次还是OK的 85-89/3.5-3.9 每节课学一些动作，对柔韧性没要求，就是跳很优雅的华尔兹，老师人很好，具有气质，超漂亮，一学期下来能学会华尔兹的跳法，这钱花的很值呀 每节课学动作，但两周学完一个动作，难度不大，得用心，建议别落下，要不然动作堆到一起，学不完，平时没作业，不会要求私下练，认认真真的上完课，就ok 期末统一考试，一学期内学完华尔兹的集中动作，期末和搭档把一学期学的动作连贯起来跳两遍，看表现评分，可能也就是期末临近考试需要和搭档练一下，占用时间少，只要你不逃课，学完动作，肯定没问题，总结之，好课，冲！！ 体育部
 网球初级 郭汶豪 百分制/绩点制 每节课都会点名 90-94/4.0 老师人很好，教的也很好，跟着学都能学会，没有作业 没有平时任务，如果打的不好自己课后练就行 对打14回合和发球10进8，难度适中，对打可以反复考 体育部
   百分制/绩点制 一上课就点名,每节课都点 85-89/3.5-3.9 老师讲话很温柔,讲课很细心很专业,讲完自己练,打累了可以自己休息 讲完自己打,自己找搭子 发球和对打,练了就基本都会满分,挺简单的 体育部
   百分制/绩点制 几乎每节课都点名 未出分 老师人还挺好的就是期末前一直焦虑自己不过，但老师给蛮多练习时间让我们自己累了就休息，不过冬天室外课还是有点难受的。 自己课下练习对打 还可以，对打打了都过都满，发球要严格些，十个球八个才满分，但有额外几次机会，看没发好多少 体育部
   百分制/绩点制 每节课点名 95+ 老师教的很仔细，每个动作会演示很多遍 练对打和发球，需要一点基础，不是特别好上手 对打14回合满分，发球8/10满分 体育部
  马春波 百分制/绩点制 签到 85-89/3.5-3.9 老师人超好，和蔼可亲，上课教很实用很容易上手的网球技巧和知识，没有作业没有任务，专项分和平时分只要平时都来态度端正就一定是满分！ 无 发球和对打，上课时间就能过，老师会安排厉害的同学带带你（如果你实在拿不到满分） 体育部
   百分制/绩点制 每节课都点 90-94/4.0 老师超级无敌好，会分配打的好的同学帮忙 课下不太用练习 很简单，可以一直考考到满分 体育部
   百分制/绩点制 手签 95+ 老师善良，考试简单，老师会帮忙找好队友的，考试和平常的队友不一样，基本都能满 保证每一次都签到，可以见习（自己品味）；但少签到一次扣一分 发球、对打 体育部
   百分制/绩点制 去网球场签到，身体不适也尽量去签，老师会批准回去，这样不算缺勤 未出分 老师会教发球和对打，老师很幽默，收获了技巧和好朋友 没有基础才开始会有点吃力，但只要用心，最后都能过，没有什么任务，就期末考试，不用花太多时间精力 一区二区发球各5个，10个中8个就行，对打8个回合及格，14优秀 体育部
  孙战毅 百分制/绩点制 老师会时不时点名 95+ 老师特别话痨哈哈哈哈，给分特别好我还请过一次假专项和平时分都给满啦！！上手难度也不大！！平时私下和搭子练个两三次考试完全没问题！！  网球对打14回合、发球10中8，老师说一人两次机会，其实到最后不过可以一直考 体育部
   百分制/绩点制 点名 90-94/4.0 好好好给分好 无 课下练一下就行 体育部
   百分制/绩点制 有时 85-89/3.5-3.9 老师真的很好，真的能学东西，给分也高， 没有 对打，发球（都很水） 体育部
