课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
无机及分析化学 吴茜,李琳 百分制/绩点制 位置签到 80-84/3.0-3.4 吴老师会在课后发ppt,也会布置习题:李琳老师因为课时不多,所以不怎么布置作业,也不发ppt。不过两位老师教的都很好,给分也不错的 课后习题，有点难度，一周最多两个小时吧 考试，挺难 药学院
  百分制/绩点制 签到不严 75-79/2.5-2.9 老师讲的不错，但是有点快 平时作业比较少，而且不难 期末考试，比较难 药学院
药用植物学 李静 百分制/绩点制 偶尔点名 95+ 老师很好，课程内容有趣。主要是讲一些植物学的知识还有一些药用植物的辨别。老师上课的时候还会拿药用植物的植株到教室里让大家观察。 平时有一次药用植物的观察记录，就是自己去找几种药用植物，记录其植物学形态特征、药用价值等，还是比较有趣的。 闭卷考试，老师会带着大家复习，难度不算很大。 药学院
  百分制/绩点制 有 90-94/4.0 药用植物相关内容，多，杂。老师上课很认真。 有平时作业 闭卷考试 药学院
  百分制/绩点制 点名 85-89/3.5-3.9 内容多，事多 有一次平时作业，收集学校里的花 闭卷，快跑，要背的巨多 药学院
实用有机合成实验技术 沈杰 百分制/绩点制 无 95+ 适合将来想选化学方向的同学；很实用，都是实验室常用的，可以学到很多东西；但老师本人可能不按常理出牌，比如会经常调课，有一次直接把两节课调到了寒假！期末考试也是在寒假！ 平时会要求去实验室记录一些操作，完成一些实验 两人一组，较为独立地完成一个化学实验并撰写相关实验报告（需要解析核磁氢谱和碳谱） 药学院
药学概论 谷小婷,肖婷,李霄鹤,谢春锋,周红刚,艾笑羽,杨光,杨诚 百分制/绩点制 雨课堂签到 95+ 上课就介绍一些药学相关知识，特别轻松 无平时作业之类的 开卷考试，会抄就行 药学院
  百分制/绩点制 课间会点名签到 90-94/4.0 授课内容丰富，每个老师会讲自己的研究方向 没有作业，占用精力不多 开卷考试,老师会将所有PPT汇总发群里,答案均可以找到 药学院
  百分制/绩点制 一般不点名签到 80-84/3.0-3.4 还行，科普类的，比较轻松 平时没有作业 开卷考试，很简单 药学院
人体解剖生理学 金金,姜民,高洁 百分制/绩点制 签到 85-89/3.5-3.9 老师讲的非常好！尤其是金金老师，最后讲泌尿系统的时候在黑板上画了完整的示意图带着复习 没有作业 闭卷考，但是会画一部分重点 药学院
  百分制/绩点制 无。高洁老师会在课堂上发布测试题，可以翻书，都找得到，不算难，可能会以测试题提交人数看一下听课人数情况。 90-94/4.0 老师们都讲得挺好，一个比一个讲得细致清晰有条理，有老师会划重点（尤其金金） 平时没什么作业。高洁老师会在课堂上发布测试题，可以翻书，都找得到，不算难，可能会以测试题提交人数看一下听课人数情况。 闭卷考试,靠书上和PPT上的知识点,背下来就不算难。 药学院
  百分制/绩点制 无 95+ 老师们都讲得很详细，生动形象，通俗易懂 无 闭卷,上课讲过的内容,简单,100min 药学院
微生物学与免疫学 周红刚,艾笑羽,李霄鹤 百分制/绩点制 签到 85-89/3.5-3.9 老师都挺好的，事儿少 平时有三个小作业，都不难，可以上网搜 写一篇商业计划书，小组合作的形式，不难 药学院
人体解剖生理学实验 金金,姜民 通过制 签到  实验课老师会先讲实验流程再做实验，有任何操作问题都可以找老师操刀 每次实验以小组为单位交一份实验报告 无 药学院
  百分制/绩点制 实验课需到场 95+ 很有趣的课程！事少课时少分很高,强推 一个小组每次实验写一份报告就行 综合实评估 药学院
药物研发中的药代动力学应用 谷小婷 百分制/绩点制 有几次 90-94/4.0 最后几周会安排几次实验，很有趣，老师上课认真 平时轻松,无作业 开卷考试 药学院
