 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 军事技能训练 张宏思,尹才君,李业广,曹波,马丽娇 百分制/绩点制 每次集合点名 90-94/4.0 时间很长，项目不少，要做好吃苦准备，但之后会觉得这确实是最无忧无虑的一段时光 跟连队完成训练科目，强度不小 主要考核为匍匐前进计时和射击计环数，参与展示等可能有加分 军事教研室
