 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 经济学原理（宏观） 叶军 百分制/绩点制 从不点名 95+ 老师人很好，讲课节奏有点快 课下没有内容，但是需要自己看书复习预习 闭卷考试，会有一两道英文题，难度不大，课上所讲的主干知识，给分好 周恩来政府管理学院
 社会科学研究方法 张发林 百分制/绩点制 点名 80-84/3.0-3.4 轻松 作业,三次 作业,创造 周恩来政府管理学院
 社会调查研究方法 马原 百分制/绩点制 不点名 90-94/4.0 老师人很好很温柔，考前会给提纲，平时分也会给满，最后给分也很好。但是老师上课几乎没有停顿，知识密集度比较高。因为老师是学法出身的，所以讲课内容可能会和将来社会学需要的技能有所出入，如果决定学社会学的同学还是可以再考虑一下；但是如果是想轻松过关或者刷分的话，老师是不二选择,授课内容：老师人很好给分也很好，但是讲课密度有点太大了 没有平时任务 闭卷考试 周恩来政府管理学院
 中国政府与政治 张志红 百分制/绩点制 逢课必点 80-84/3.0-3.4 😅😅😅朱光磊的得意门生，平常授课高压、课后作业高压、课堂展示高压、期中口试高压、期末考试高压😅😅😅体验就是上完她的课一整天都不想再上课了 四五次课堂展示，每次结束后重新组队，张志红亲自点评。难度大、频率高、十分占用精力 考试结课，考察课堂讲授内容，难度较高 周恩来政府管理学院
 公共管理学 徐晓日 百分制/绩点制 签到 未出分 有点无聊（应该是由课程内容决定的）不是特别推荐 平时没有作业，只让我们收集过一次文件，很轻松 闭卷考试，发了一个两万三千字的重点，比较难背 周恩来政府管理学院
   百分制/绩点制 偶尔有签名的签到 80-84/3.0-3.4 老师上课无聊，念课本，期末画了几万字非常非常难背的重点，给分还很低，喜欢拖堂（第五节拖堂到十二点四十多），一下子上三节（孙兵老师好像只上两节） 有一次比较简单的任务 考勤+平时作业+期末考试（70%好像） 周恩来政府管理学院
 经济学原理（微观） 叶军 百分制/绩点制 不点名不签到 80-84/3.0-3.4 老师非常好！讲课通俗易懂的同时不失专业性，生活感很强的老师哈哈哈哈哈哈哈经常会给我们分享他生活中的趣事他人也很可爱 偶尔上课前会有非正式的复习上节内容的小测验，无平时作业 考试结课，考名词解释、简答题和论述题，难度适中，平时上课认真听课就没问题 周恩来政府管理学院
   通过制 不点名  老师很幽默，专业能力也很强，收获很大 有一次小组展示 闭卷考 周恩来政府管理学院
 权利政治学 刘明 百分制/绩点制 基本不点名 90-94/4.0 老师很好，授课有意思，讲授的内容基本是权利相关，包括一些热点问题，事少 一次pre，六七个人一个小组不会花费太多精力，没有其余任务 4000—10000字论文 周恩来政府管理学院
 社会工作概论  百分制/绩点制 不定时签到但不多 90-94/4.0 超级好的两位老师，收获满满 平时没啥任务 期末开卷考试可以带资料，不难 周恩来政府管理学院
   百分制/绩点制 没有，偶尔课上提问 95+ 内容浅显易懂，重在理解不会考理论性很强的东西，老师风趣幽默上课讲很多生活中的案例，吴帆老师课堂要求稍严些不准在课上玩手机、电脑等电子产品，课程整体体验良好 偶尔会要求看相关主题的书或者电影或者结合自己经历写感言，500-1000字，大概一学期两三次的样子，不难甚至很有趣 开卷考试，四道大题，考老师PPT里的内容，平时完全没学的话考前一周看都来得及，平时学了的话开放题得分会更高，soooo_easy 周恩来政府管理学院
 比较政治制度 贾义猛 百分制/绩点制 无 80-84/3.0-3.4 一共上了14次课，讲了4次课，剩下的全是小组pre,一个多小时的pre,大几十页ppt，再讲评讨论一会儿三节课就过去了。pre找不到文献问他他说“哈哈这可把我难住啦” 准备pre 闭卷考试 周恩来政府管理学院
