 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 军事理论 尹才君,李业广,张宏思,曹波,马丽娇 百分制/绩点制 交纸，按座位坐，必须去。 85-89/3.5-3.9 每节课老师不一样，总的来说老师们讲得都很慷慨激昂，但是不能玩手机看得很严，上课有点痛苦。 每节课有小测，不难，直接搜答案就可以了。 做ppt小组展示，会有老师问问题，需要准备一下，还要写论文，有查重要求，总的来说都有点严格，给分不知道怎么给的能给出小数点。 军事教研室
